Date,Open,High,Low,Close,Adj Close,Volume
2015-09-15,136.000000,136.000000,129.199997,129.199997,124.325638,48555
2015-09-16,122.739998,122.739998,122.739998,122.739998,118.109360,22865
2015-09-18,116.610001,116.610001,116.610001,116.610001,112.210632,17750
2015-09-21,113.199997,116.610001,110.779999,110.779999,106.600578,195240
2015-09-22,105.250000,108.480003,105.250000,106.540001,102.520538,396950
2015-09-23,106.599998,111.860001,102.440002,111.739998,107.524361,225165
2015-09-24,112.000000,113.589996,106.199997,106.709999,102.684135,130095
2015-09-28,108.000000,108.000000,101.839996,103.510002,99.604866,505800
2015-09-29,103.000000,103.000000,98.430000,101.010002,97.199181,263845
2015-09-30,101.010002,105.989998,99.800003,103.720001,99.806938,646235
2015-10-01,106.000000,107.300003,96.040001,97.300003,93.629143,2578215
2015-10-05,98.650002,98.650002,90.639999,93.089996,89.577965,2667835
2015-10-06,93.599998,96.720001,92.059998,92.709999,89.212318,807825
2015-10-07,92.989998,95.669998,91.989998,94.930000,91.348557,1420820
2015-10-08,94.199997,101.879997,94.199997,98.070000,94.370094,2149560
2015-10-09,99.180000,100.000000,95.720001,97.150002,93.484818,522350
2015-10-12,97.800003,98.760002,95.699997,96.050003,92.426323,246120
2015-10-13,95.970001,98.599998,94.120003,97.529999,93.850464,468945
2015-10-14,98.199997,100.760002,97.389999,98.449997,94.735764,585620
2015-10-15,99.529999,100.370003,97.410004,97.790001,94.100670,267885
2015-10-16,97.599998,98.360001,96.059998,97.110001,93.446312,220085
2015-10-19,97.220001,98.410004,96.800003,97.489998,93.811966,334460
2015-10-20,97.849998,100.129997,96.809998,98.820000,95.091805,499995
2015-10-21,99.199997,106.169998,98.519997,104.320000,100.384300,1536750
2015-10-23,104.959999,108.779999,104.199997,105.279999,101.308083,896310
2015-10-26,105.239998,106.129997,104.209999,105.309998,101.336952,439895
2015-10-27,105.199997,106.959999,104.000000,104.830002,100.875061,373695
2015-10-28,104.800003,106.839996,104.040001,106.239998,102.231857,357865
2015-10-29,106.599998,111.599998,106.430000,111.129997,106.937378,704545
2015-10-30,112.000000,112.800003,108.629997,111.040001,106.850777,486820
2015-11-02,110.820000,112.139999,107.629997,108.150002,104.069809,249455
2015-11-03,109.120003,109.379997,106.389999,106.940002,102.905464,231965
2015-11-04,108.000000,111.110001,107.139999,110.279999,106.119446,324130
2015-11-05,111.489998,112.360001,108.989998,111.279999,107.081711,282470
2015-11-06,106.330002,108.800003,103.000000,106.540001,102.520538,520580
2015-11-09,106.000000,106.000000,102.930000,103.940002,100.018646,291095
2015-11-10,103.800003,104.629997,102.720001,103.540001,99.633743,126590
2015-11-13,101.500000,107.099998,101.400002,102.860001,98.979385,235430
2015-11-16,99.260002,101.360001,99.260002,100.589996,96.795021,115320
2015-11-17,101.889999,102.800003,98.320000,98.610001,94.889725,1154305
2015-11-18,99.589996,100.400002,94.790001,96.370003,92.734230,135030
